FighterName,ImageLink
Daniel Barez,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-09/BAREZ_DANIEL_L_09-28.png?itok=oX_EGtGn
Victor Altamirano,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-02/ALTAMIRANO_VICTOR_L_02-24.png?itok=XwgliCVJ
Nora Cornolle,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-09/CORNOLLE_NORA_L_09-28.png?itok=BviiLL01
Jacqueline Cavalcanti,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/CAVALCANTI_JACQUELINE_L_08-24.png?itok=T6Zw3ukp
Bolaji Oki,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-09/OKI_BOLAJI_L_09-28.png?itok=bvSOzsZJ
Chris Duncan,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-07/DUNCAN_CHRIS_L_07-22.png?itok=1a1RuZLS
Sean O'Malley,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/OMALLEY_SEAN_L_08-19.png?itok=mopy1nWo
Merab Dvalishvili,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/DVALISHVILI_MERAB_L_BELTMOCK.png?itok=e4x0bnbZ
Alexa Grasso,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/GRASSO_ALEXA_L_03-05.png?itok=gOlVUX6N
Valentina Shevchenko,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/SHEVCHENKO_VALENTINA_L_BELT_03-05.png?itok=Q1hdmXPZ
Brian Ortega,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/ORTEGA_BRIAN_L_09-14.png?itok=nrOhvjjj
Diego Lopes,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/3/LOPES_DIEGO_L_09-14.png?itok=yurK3Uw3
Daniel Zellhuber,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-09/ZELLHUBER_DANIEL_L_09-14.png?itok=4cgIk-pg
Esteban Ribovics,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-09/RIBOVICS_ESTEBAN_L_05-11.png?itok=l93cRaVA
Ode Osbourne,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-09/OSBOURNE_ODE_L_03-16.png?itok=j9aYNTpD
Irene Aldana,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/ALDANA_IRENE_L_09-14.png?itok=Ski5zwxY
Norma Dumont,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/DUMONT_NORMA_L_04-06.png?itok=tJe5uQXj
Manuel Torres,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-09/TORRES_MANUEL_L_09-14.png?itok=-rw7Rdpw
Ignacio Bahamondes,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-04/BAHAMONDES_IGNACIO_L_04-06.png?itok=T5Y5aABf
Yazmin Jauregui,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-09/JAUREGUI_YAZMIN_L_09-14.png?itok=OTL9zmhR
Ketlen Souza,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-06/SOUZA_KETLEN_L_06-03.png?itok=4YN1mMo-
Edgar Chairez,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-09/CHAIREZ_EDGAR_L_09-14.png?itok=A61QFFr2
Joshua Van,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-07/VAN_JOSHUA_L_07-13.png?itok=wUGXNhIq
Gilbert Burns,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/BURNS_GILBERT_L_09-07.png?itok=H-k1HDy6
Sean Brady,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/3/BRADY_SEAN_L_09-07.png?itok=ZF3cuKRc
Jessica Andrade,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/ANDRADE_JESSICA_L_09-07.png?itok=UOZgOimn
Natalia Silva,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/3/SILVA_NATALIA_L_09-07.png?itok=rhGJUI-n
Steve Garcia,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-09/GARCIA_STEVE_L_09-07.png?itok=bJAeeQxq
Kyle Nelson,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-09/NELSON_KYLE_L_3-30.png?itok=ar1URRhx
Matt Schnell,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/SCHNELL_MATT_L_09-07.png?itok=E0wseANC
Cody Durden,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-12/DURDEN_CODY_L_12-07.png?itok=Gc9Z7Wva
Trevor Peek,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-09/PEEK_TREVOR_L_09-07.png?itok=R1vtpMTb
Chris Padilla,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-09/PADILLA_CHRIS_L_04-27.png?itok=msHvaB_e
Isaac Dulgarian,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-09/DULGARIAN_ISAAC_L_09-07.png?itok=8eYAqkzn
Brendon Marotte,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-09/MAROTTE_BRENDON_R_09-07.png?itok=hIX9Ebpy
Andre Lima,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-09/LIMA_ANDRE_R_09-07.png?itok=Q8ZbBwJu
Gabriel Santos,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-03/SANTOS_GABRIEL_L_03-18.png?itok=5PBQpI5w
Jaqueline Amorim,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-09/AMORIM_JAQUELINE_L_09-07.png?itok=f7lERpof
Vanessa Demopoulos,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-09/DEMOPOLOUS_VANESSA_L_05-18.png?itok=sl8bygOm
Andre Petroski,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-12/3/PETROSKI_ANDRE_L_09-07.png?itok=0jNnKSvA
Dylan Budka,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-04/BUDKA_DYLAN_L_04-06.png?itok=e5cDi_eW
Zygimantas Ramaska,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-09/RAMASKA_ZYGIMANTAS_L_09-07.png?itok=xURGwsg_
Nathan Fletcher,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/FLETCHER_NATHAN_L_08-24.png?itok=D8uMbxqj
Jared Cannonier,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/CANNONIER_JARED_L_08-24.png?itok=tAhdQnXG
Caio Borralho,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/BORRALHO_CAIO_L_08-24.png?itok=9yu6t7Pb
Angela Hill,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/HILL_ANGELA_L_08-24.png?itok=z5T-O8jT
Tabatha Ricci,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/RICCI_TABATHA_L_08-24.png?itok=s2e50QgV
Ryan Loder,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/LODER_RYAN_L_08-24.png?itok=QMP6eMOD
Kaan Ofli,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/OFLI_KAAN_L_08-24.png?itok=ZWtdPliX
Michael Morales,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/MORALES_MICHAEL_L_08-24.png?itok=P9QYViyg
Edmen Shahbazyan,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/SHAHBAZYAN_EDMEN_L_08-24.png?itok=bw7mx0iK
Dennis Buzukja,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/BUZUKJA_DENNIS_L_08-24.png?itok=o5xjNF-y
Francis Marshall,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/MARSHALL_FRANCIS_L_08-24.png?itok=DeSI60qf
Zachary Reese,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/REESE_ZACHARY_L_08-24.png?itok=EyhWyIma
Viacheslav Borshchev,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/BORSHCHEV_VIACHESLAV_L_08-24.png?itok=dguxmmvx
James Llontop,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-04/LLONTOP_JAMES_L_04-27.png?itok=2NZSH42E
Josiane Nunes,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-03/NUNES_JOSIANE_L_03-16.png?itok=g02nHayz
Wang Cong,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-11/CONG_WANG_L_11-23.png?itok=d3Lka-wV
Victoria Leonardo,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/LEONARDO_VICTORIA_L_08-24.png?itok=KOH5MNRM
Israel Adesanya,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/ADESANYA_ISRAEL_L_04-08.png?itok=lRDDtxci
Kai Kara-France,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/KARA-FRANCE_KAI_L_08-17.png?itok=AlmGskEL
Steve Erceg,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/ERCEG_STEVEN_L_08-17.png?itok=rB4rHIEz
Mateusz Gamrot,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/GAMROT_MATEUSZ_L_08-17.png?itok=t7Powkmc
Dan Hooker,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/HOOKER_DAN_L_08-17.png?itok=szc8kBx1
Tai Tuivasa,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/TUIVASA_TAI_L_08-17.png?itok=8yb7GtKy
Jairzinho Rozenstruik,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/ROZENSTRUIK_JAIRZINHO_L_08-17.png?itok=kbdYYsjy
Li Jingliang,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/JINGLIANG_LI_L_08-17.png?itok=AjT5YQLM
Valter Walker,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-04/WALKER_VALTER_L_04-06.png?itok=wqgOpz7s
Josh Culibao,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/CULIBAO_JOSH_L_08-17.png?itok=JZYXWYK0
Ricardo Ramos,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/RAMOS_RICARDO_L_03-23.png?itok=zmNek0uC
Luana Santos,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/SANTOS_LUANA_L_08-17.png?itok=PYgS5GDV
Jack Jenkins,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/JENKINS_JACK_L_08-17.png?itok=PtBmU6GT
Herbert Burns,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/BURNS_HERBERT_L_3-30.png?itok=qMQJuHWj
Tom Nolan,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/NOLAN_TOM_L_08-17.png?itok=Z_FHETvn
Alex Reyes,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-09/REYES_ALEX_L_09-16.png?itok=-ehfrGRR
Song Kenan,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-03/KENAN_SONG_L_03-05.png?itok=Hp_zB8ph
Ricky Glenn,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-04/GLENN_RICKY_L_04-22.png?itok=0SrzZZOK
Stewart Nicoll,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/NICOLL_STEWART_L_08-17.png?itok=0RUJMtxb
Jesus Aguilar,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/AGUILLAR_JESUS_L.png?itok=gmPNn1bZ
Marcin Tybura,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-11/TYBURA_MARCIN_L_11-16.png?itok=ZtXPvX7-
Serghei Spivac,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/7976d658-43f8-4c33-9ae0-4ec3b8a2403d%252FSPIVAC_SERGHEI_L_03-05.png?itok=EsTn-tdo
Damon Jackson,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/13/JACKSON_DAMON_L_08-10.png?itok=4fdAAy0_
Chepe Mariscal,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/MARISCAL_CHEPE_L_08-10.png?itok=vOm_foxI
Danny Barlow,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/BARLOW_DANNY_L_08-10.png?itok=CgJcwUn6
Nikolay Veretennikov,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/VERETENNIKOV_NIKOLAY_L_08-10.png?itok=NKccNptq
Chris Gutierrez,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/GUTIERREZ_CHRIS_L_08-10.png?itok=bU-rXjex
Quang Le,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/LE_QUANG_L_08-10.png?itok=oRQzN5R_
Yana Santos,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/SANTOS_YANA_L_08-10.png?itok=B4Id_M4h
Chelsea Chandler,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/CHANDLER_CHELSEA_L_03-16.png?itok=u-1V4l3v
Toshiomi Kazama,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/KAZAMA_TOSHIOMI_L_08-10.png?itok=A7DcusFO
Charalampos Grigoriou,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-03/GRIGORIOU_CHARALAMPOS_L_03-16.png?itok=bfecBgGx
Karol Rosa,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/ROSA_KAROL_L_08-10.png?itok=jsFnKmsZ
Pannie Kianzad,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/KIANZAD_PANNIE_L_08-10.png?itok=MPWndMeN
Jhonata Diniz,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/DINIZ_JHONATA_L_08-10.png?itok=SjKGCQbj
Karl Williams,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/WILLIAMS_KARL_L_08-10.png?itok=SBKiSuAS
Jarno Errens,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/ERRENS_JARNO_L_03-23.png?itok=GFxYxkFw
Talita Alencar,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-04/ALENCAR_TALITA_L_12-09.png?itok=OzLzXZI8
Cory Sandhagen,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/SANDHAGEN_CORY_L_08-03.png?itok=1USp7-Ot
Umar Nurmagomedov,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/NURMAGOMEDOV_UMAR_L_03-02.png?itok=CiMvswvP
Michal Oleksiejczuk,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-06/OLEKSIEJCZUK_MICHAL_L_06-01.png?itok=rby88QRO
Marlon Vera,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/VERA_MARLON_L_08-03.png?itok=R1Qh-dwJ
Deiveson Figueiredo,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/FIGUEIREDO_DEIVESON_L_04-13.png?itok=19uAz6gK
Tony Ferguson,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/FERGUSON_TONY_L_08-03.png?itok=fUZVHpYl
Michael Chiesa,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-12/CHIESA_MICHAEL_L_12-07.png?itok=RGS-GZbx
Joel Alvarez,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-12/ALVAREZ_JOEL_L_12-14.png?itok=lSbPpTKp
Elves Brener,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-05/BRENNER_ELVES_L_05-04.png?itok=4EKp8kHe
Azamat Murzakanov,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/MURZAKANOV_AZAMAT_L_08-03.png?itok=HvI9si7N
Alonzo Menifield,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/MENIFIELD_ALONZO_L_05-11.png?itok=UsPe2l_t
Mohammad Yahya,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/YAHYA_MOHAMMAD_L_08-03.png?itok=VQBBn0fm
Kaue Fernandes,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-11/FERNANDES_KAUE_L_11-04.png?itok=PR5KHGc5
Shamil Gaziev,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/GAZIEV_SHAMIL_L_08-03.png?itok=YSewT41m
Don'Tale Mayes,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-04/MAYES_DONTALE_L_04-27.png?itok=gFt5Jrdm
Guram Kutateladze,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/KUTATELADZE_GURAM_L_08-03.png?itok=knPa_avj
Jordan Vucenic,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/fighter_images/SHADOW_Fighter_fullLength_RED.png?VersionId=niQpXmYT1tbiETIDAxTsCI5FDbiNt9kI&itok=Wcqi-8Me
Sam Hughes,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-02/HUGHES_SAM_L_02-24.png?itok=gxhvqdDd
Jai Herbert,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/HERBERT_JAI_L_08-03.png?itok=YvbAfUJm
Rolando Bedoya,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-06/BEDOYA_ROLANDO_L_05-06.png?itok=6zvRYbhY
Sedriques Dumas,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-03/DUMAS_SEDRIQUES_L_03-11.png?itok=hNKFY454
Denis Tiuliulin,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-11/TIULIULIN_DENIS_L_08-19.png?itok=hYJI2wMj
Leon Edwards,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/EDWARDS_LEON_L_08-20.png?itok=2yVMaRNC
Belal Muhammad,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/MUHAMMAD_BELAL_L_BELTMOCK.png?itok=IkrG1_UR
Tom Aspinall,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/ASPINALL_TOM_BELT_L_07-27.png?itok=U2Fuugd3
Curtis Blaydes,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/BLAYDES_CURTIS_L_07-27.png?itok=mUOpMJM_
Paddy Pimblett,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/PIMBLETT_PADDY_L_07-27.png?itok=d7LKSjFS
Gregory Rodrigues,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-01/RODRIGUES_GREGORY_L_01-19.png?itok=Sc2BxcQM
Arnold Allen,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/ALLEN_ARNOLD_L_07-27.png?itok=NQVXeF56
Giga Chikadze,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/CHIKADZE_GIGA_L_08_26.png?itok=7T9CSlRW
Nathaniel Wood,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-07/WOOD_NATHANIEL_L_07-27.png?itok=iAxQi0U0
Molly McCann,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-07/MCCANN_MOLLY_L_07-27.png?itok=40zTRfRD
Bruna Brasil,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-04/BRASIL_BRUNA_L_04-15.png?itok=0mPu3Y42
Caolan Loughran,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-03/LOUGHRAN_CAOLAN_R_03-30.png?itok=rJdUAwHT
Muhammad Mokaev,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/911ce7a0-a97f-497c-9a2d-b3bbfa3e50d8%252FMOKAEV_MUHAMMAD_L_03-19.png?itok=4J_mStsT
Manel Kape,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-12/KAPE_MANEL_L_12-14.png?itok=f-fpuZLW
Oban Elliott,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-07/ELLIOTT_OBAN_L_07-27.png?itok=Mz5KNP5K
Modestas Bukauskas,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-07/BUKAUSKAS_MODESTAS_L_07-27.png?itok=jc8-Cc_l
Marcin Prachnio,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-02/PRACHNIO_MARCIN_L_02-18.png?itok=4jz78JHO
Sam Patterson,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-07/PATTERSON_SAM_L_07-27.png?itok=VsLACaap
Kiefer Crosbie,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-07/CROSBIE_KIEFER_L_09-09.png?itok=j7o8D5-N
Mick Parkin,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-07/PARKIN_MICK_L_07-27.png?itok=SgbXMGda
Lukasz Brzeski,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-07/BRZESKI_LUKASZ_L_04-06.png?itok=BmIVbT-i
Shauna Bannon,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-07/BANNON_SHAUNA_L_07-27.png?itok=fMRfhh9T
Amanda Lemos,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/LEMOS_AMANDA_L_07-20.png?itok=XeTIAT_V
Virna Jandiroba,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/JANDIROBA_VIRNA_L_03-30.png?itok=8pUVqGcD
SeungWoo Choi,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-06/2b069c1d-9d95-4599-b34e-c489d5f2f0bf%252FCHOI_SEUNGWOO_L_06-11.png?itok=voSBBaPs
Kurt Holobaugh,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-07/HOLOBAUGH_KURT_L_07-20.png?itok=Zm__EvhJ
Kaynan Kruschewsky,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-05/KRUSCHEWSKY_KAYNAN_L_11-04.png?itok=Z3oIlJdt
Dooho Choi,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-07/CHOI_DOOHOO_L_07-20.png?itok=rds1zBqi
Bill Algeo,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-03/ALGEO_BILL_L_03-30.png?itok=jdS-1KFF
JeongYeong Lee,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-07/LEE_JEONGYEONG_L_07-20.png?itok=bsRBy0Th
Hyder Amil,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-07/AMIL_HYDER_L_02-10.png?itok=Wo3n2rau
Brian Kelleher,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-07/KELLEHER_BRIAN_L_07-20.png?itok=QOw2xNBQ
Miranda Maverick,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-12/MAVERICK_MIRANDA_L_12-14.png?itok=LjwZliXJ
Dione Barbosa,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-05/BARBOSA_DIONE_L_05-04.png?itok=MCzf_kzh
Loik Radzhabov,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-07/RADZHABOV_LOIK_L_07-20.png?itok=Tj-qQtM-
Luana Carolina,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-07/CAROLINA_LUANA_L_07-20.png?itok=vbY9RcVy
Lucie Pudilova,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-11/PUDILOVA_LUCIE_L_11-18.png?itok=0K7V89rI
Mohammed Usman,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-07/USMAN_MOHAMMAD_L_07-20.png?itok=CcmzfSZf
Thomas Petersen,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-02/PETERSON_THOMAS_L_02-03.png?itok=O5Nb5zPT
Tracy Cortez,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/CORTEZ_TRACY_L_07-13.png?itok=MXHKPYdI
Muslim Salikhov,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-11/SALIKHOV_MUSLIM_L_07-13.png?itok=oIQo-Xgi
Drew Dober,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-07/DOBER_DREW_L_07-13.png?itok=_4hmtKXV
Jean Silva,
Gabriel Bonfim,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-07/BONFIM_GABRIEL_L_07_25.png?itok=tCpIpVsj
Ange Loosa,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-08/LOOSA_ANGE_L_09-02.png?itok=VupgGzkN
Julian Erosa,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-07/EROSA_JULIAN_L_07-13.png?itok=H3R9LLYH
Montel Jackson,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/JACKSON_MONTEL_L_07-13.png?itok=MW-5kpvn
Mariya Agapova,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/8d8cdf5b-a8fc-4d06-8658-a1780c10f239%252FAGAPOVA_MARIYA_L_03-05.png?itok=xaIMovDS
Josh Fremd,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/FREMD_JOSH_L_07-13.png?itok=OH7sQQOx
Evan Elder,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-07/ELDER_EVAN_L_07-13.png?itok=fFqRpMEY
Darrius Flowers,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-02/FLOWERS_DARRIUS_L_07-29.png?itok=MVVq0WE6
Jiri Prochazka,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/PROCHAZKA_JIRI_L_06-29-1.png?itok=zO8sRib_
Anthony Smith,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/SMITH_ANTHONY_L_06-29.png?itok=tg2DnjCp
Macy Chiasson,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/CHIASSON_MACY_L_06-29.png?itok=uyKtLgbV
Michael Page,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-03/PAGE_MICHAEL_L_03-09.png?itok=XqoQbGfO
Joe Pyfer,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-06/PYFER_JOE_L_06-29.png?itok=ydMfkko6
Cub Swanson,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-12/SWANSON_CUB_L_12-14.png?itok=_PUZA20x
Andre Fili,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-06/FILI_ANDRE_L_02-10.png?itok=QFJ5R-KD
Payton Talbott,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-06/TALBOTT_PAYTON_L_06-29.png?itok=cucWaEVF
Yanis Ghemmouri,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-06/GHEMMOURI_YANIS_R_06-29.png?itok=EKCzWlBn
Andrei Arlovski,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-06/ARLOVSKI_ANDREI_L_06-29.png?itok=zEGI34XP
Martin Buday,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-12/BUDAY_MARTIN_L_12-16.png?itok=1cCVUqZm
Rei Tsuruya,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-06/TSURUYA_REI_L_06-29.png?itok=q238a8yx
Carlos Hernandez,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-06/HERNANDEZ_CARLOS_L_06-17.png?itok=O3SJs0B2
Ricky Simon,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-06/SIMON_RICKY_L_06-29.png?itok=vB0ciX_a
Vinicius Oliveira,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-02/OLIVIEIRA_VINICIUS_L_03-02.png?itok=ZK4gjuY2
Ikram Aliskerov,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-06/ALISKEROV_IKRAM_L_10-21.png?itok=NGKwgd_y
Sergei Pavlovich,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/PAVLOVICH_SERGEI_L_06-22.png?itok=WUO8LH-v
